V1.V,V(R1.nA),I(R1.nA),
0.1,0.000020438929827086976,2.0708135589753776e-8,
0.2,0.00020805161347633126,2.1079190828402358e-7,
0.30000000000000004,0.0018686808387468397,0.0000018932936562784598,
0.4,0.013362463331395135,0.00001353846335501027,
0.5,0.05209784160056187,0.00005278403404312247,
0.6,0.11602198490452494,0.00011755013668138292,
0.7000000000000001,0.1930569639696129,0.00019559976086080334,
0.8,0.2767915518423958,0.00028043723590921564,
0.9,0.3643671848458486,0.0003691663473615488,
1,0.4543779619615888,0.00046036267675946186,
1.1,0.5460524308106588,0.0005532446107504143,
1.2000000000000002,0.6389284081673253,0.0006473438785889822,
1.3000000000000003,0.7327095706282973,0.0007423602539293793,
1.4000000000000001,0.8271954690313411,0.0008380906474481673,
1.5000000000000002,0.922244698179681,0.0009343917914687752,
1.6,1.0177539947887841,0.0010311590626026182,
1.7000000000000002,1.113645774820038,0.0011283138549341824,
1.8000000000000003,1.2098603414226836,0.0012257956853319997,
1.9000000000000001,1.3063508211277286,0.001323557062946027,
2,1.403079762927203,0.001421560043492607,
2.1,1.50001678847153,0.001519773848502057,
2.2,1.5971369279763712,0.001618173179307367,
2.3000000000000003,1.6944194159641766,0.0017167369969241912,
2.4000000000000004,1.7918468029497798,0.0018154476220362513,
2.5000000000000004,1.8894042889331628,0.001914290059709385,
2.6,1.9870792156357393,0.002013251484939959,
2.7,2.0848606743266753,0.0021123208453157805,
2.8000000000000003,2.1827391991401393,0.0022114885502939607,
2.9000000000000004,2.280706524523356,0.002310746225454262,
3.0000000000000004,2.3787553914167203,0.002410086516126363,
3.1,2.4768793909042377,0.002509502928980991,
3.2,2.575072836989038,0.0026089897031297245,
3.3000000000000003,2.6733306622344797,0.0027085417043915703,
3.4000000000000004,2.7716483315231315,0.0028081543379160404,
3.5000000000000004,2.870021770295063,0.002907823475476254,
3.6,2.9684473044500237,0.003007545394579558,
3.7,3.0669216097154473,0.0031073167271686397,
3.8000000000000003,3.165441668749817,0.0032071344161598955,
3.9000000000000004,3.2640047346084065,0.00330699567842797,
4,3.3626082994740347,0.0034068979731246554,
4.1,3.4612500677697087,0.003506838974437395,
4.2,3.5599279329378732,0.003606816548062688,
4.3,3.6586399573033432,0.0037068287308037926,
4.3999999999999995,3.7573843545421766,0.00380687371280869,
4.5,3.856159474362748,0.00390694982204939,
4.6,3.9549637890729055,0.004007055510712164,
4.7,4.053795881761747,0.004107189343223655,
4.8,4.152654435868979,0.0042073499856828565,
4.9,4.251538225951188,0.004307536196505763,
5,4.350446109484167,0.0044077468181197245,
5.1,4.449377019565112,0.004507980769569517,
5.2,4.548329958398846,0.004608237039917778,
5.3,4.64730399146931,0.004708514682339727,
5.4,4.74629824231172,0.004808812808826465,
5.5,4.8453118878126995,0.0049091305854232015,
5.6,4.944344153975782,0.00500946722793899,
5.7,5.043394312098134,0.005109821998073085,
5.8,5.142461675311545,0.00521019419991038,
5.9,5.2415455954469,0.00531058317674458,
6,5.340645460186522,0.005410988308193032,
6.1,5.439760690473298,0.005511409007571731,
6.2,5.538890738149334,0.005611844719502872,
6.3,5.638035083800172,0.005712294917730671,
6.4,5.7371932347835255,0.00581275910312414,
6.5,5.8363647234238885,0.0059132368018479115,
6.6,5.93554910535659,0.006013727563684489,
6.7,6.034745958006701,0.006114230960493111,
6.8,6.133954879189837,0.006214746584792135,
6.9,6.233175485823346,0.006315274048453239,
7,6.332407412737595,0.006415812981497057,
7.1,6.4316503115781805,0.006516363030980933,
7.2,6.53090384979086,0.006616923859970477,
7.3,6.630167709681829,0.0067174951465874665,
7.4,6.729441587546762,0.006818076583127419,
7.5,6.828725192862637,0.006918667875240768,
7.6,6.92801824753704,0.00701926874117228,
7.7,7.027320485210075,0.007119878911053775,
7.8,7.1266316506045495,0.0072204981262457444,
7.9,7.225951498920478,0.007321126138723889,
8,7.325279795270327,0.007421762710506917,
8.1,7.42461631415177,0.007522407613122361,
8.2,7.523960838954985,0.007623060627107382,
8.3,7.623313161501839,0.007723721541541884,
8.4,7.722673081614494,0.007824390153611444,
8.5,7.822040406711243,0.007925066268197814,
8.6,7.9214149514275,0.008025749697494934,
8.7,8.020796537260125,0.008126440260648557,
8.8,8.120184992233368,0.0082271377834178,
